measurement_id,hydrostatic_pressure
7102,1.0131334356205608
14935,1.01481418648297
16495,1.0128970174790843
10942,1.0116041943924095
12600,1.0123531423501972
20665,1.0118761916553285
21048,1.0121392248475227
7271,1.0113924716014255
12672,1.0121562678951952
5334,1.0113613433406368
4035,1.0104796908479867
17322,1.0108752629425588
8543,1.009887979193539
13355,1.0132104780221285
1806,1.0081302085968062
13036,1.0120653805593693
3201,1.0128379359817872
13936,1.0124817477082997
5417,1.0100803109700125
2153,1.009113749574958
13928,1.0177149373983398
13023,1.0112180356958378
16770,1.0095084937194592
7886,1.0100826787432988
4443,1.0091837720234227
15297,1.0152413843267087
12263,1.0134680483071876
2768,1.008194898065383
2326,1.0120135361130917
13213,1.0124320005697462
4345,1.0109586572861355
15979,1.011614691802527
6259,1.0113539965627256
8973,1.0133386969252796
15812,1.0134259553681535
18400,1.012032619605018
17950,1.0110758420091923
424,1.0077038279182258
564,1.0085055918067993
7663,1.0089137293660375
13143,1.0119071121463425
20872,1.0060783526380206
7568,1.0105847205028085
7452,1.0116807756152986
18079,1.0120065876635622
16063,1.0125552987562363
16810,1.0122344896478455
4708,1.0109688424744674
20410,1.011088858305744
15121,1.0140084103600429
12190,1.0139736120559284
15843,1.013206602906309
475,1.0104481342664842
12826,1.0123355560797103
13428,1.0142273967679576
4526,1.0100140463419975
384,1.0108687867179358
16137,1.0121204138768207
21329,1.0104056953339338
18443,1.0125122502731168
17319,1.009393668296346
13199,1.0132357478814893
4140,1.0108153930013888
2534,1.0080218915106884
3818,1.0112194455983226
15054,1.013946831087723
11567,1.0105340839960155
13220,1.0120041404392093
3932,1.0114477293257658
3363,1.0106459076168959
7651,1.0085199579311281
20625,1.0127494020154941
16006,1.0131580405452625
17872,1.0080677130950135
3166,1.011027935985313
12033,1.015760373867447
6294,1.0122298704836226
13691,1.0141813869811183
6498,1.0097348828352892
3262,1.0120198317709819
2879,1.0099700414926465
19096,1.007620445204594
3711,1.0096646593557057
13411,1.0118052883505635
19991,1.0115110810948986
11038,1.0119704057845251
17349,1.0123105796248473
13094,1.0110152543974382
11793,1.0105323704700513
12580,1.0120527976694178
18609,1.013230091924464
6249,1.0140866753320708
11967,1.0116106218177556
18508,1.0127079488083288
1046,1.0053681251232647
14930,1.0141536548671048
4069,1.0099867411549424
8571,1.0091647311839087
16219,1.0107322568075134
11386,1.0093094892591736
9264,1.0102150456879258
4294,1.0108007513601387
20253,1.0105564753686302
3848,1.0101112872758868
2519,1.011034559515831
6527,1.011586797414399
20204,1.0106364961096221
4789,1.0096837740659768
6845,1.0115385073303336
18087,1.0100295206498748
9179,1.0124294433613759
13267,1.0121751594322992
2677,1.0087439386742785
14033,1.0114102614191025
4973,1.0103358828689633
15022,1.0138429814185532
5801,1.008080443781114
15509,1.0131231100578777
9932,1.0097121402516218
10176,1.0133112760523757
13067,1.0142838573715953
7832,1.011407300044053
719,1.010848097695864
2271,1.010084957223061
11415,1.0067583340034059
12064,1.0110137717103735
15880,1.0106915870432798
14688,1.0134642313336646
15376,1.0124094238170414
5622,1.011946564159588
8214,1.0089042375585497
6499,1.0081177126859486
19877,1.0086473497789612
2291,1.0130794623195394
21687,1.0101411415744965
2517,1.0101481769830325
10332,1.0108622306515145
13031,1.0150125303093398
16858,1.0121482471803378
11290,1.0109002368041664
16598,1.0082388642623217
3001,1.0100737877923351
15819,1.0133278081922525
5844,1.0108460254195384
17324,1.0126619771219287
4519,1.0121767978549385
4346,1.0104059023635386
14817,1.0153447648844687
7576,1.007711902554969
14661,1.0133631593176482
12224,1.0147905634763679
11513,1.007548830049271
20404,1.0093880124176278
14049,1.0160390628423344
12823,1.011028943600025
8603,1.0105799696068976
5383,1.0125277211977957
16952,1.012433432353883
8148,1.0086199837966008
21428,1.0136308455864265
6770,1.0124875571150318
4549,1.010746784037122
11150,1.0097945580158287
15592,1.010602885148732
3573,1.010171679193376
9357,1.0093532886206713
3389,1.0099957126032115
19654,1.013121672778195
21375,1.0111079555926872
1053,1.0090464311834024
8281,1.011194109066827
16468,1.012290759440425
2877,1.0097182318343279
14355,1.0128488654147463
6152,1.0150425106826664
1413,1.0090204056445824
14279,1.0150831742355437
2200,1.0089502287211696
13269,1.014879440452373
19666,1.012661316231568
3504,1.0115485682081604
4982,1.0092572096628678
2648,1.0102065425026965
5216,1.0128797683603563
14966,1.0107014442264672
14480,1.014852025561395
2426,1.0100169670760057
21482,1.0119392350317045
8542,1.0087399901573009
1458,1.0083804620226418
14060,1.0140645695514023
16424,1.0139141452290024
200,1.0121115340443336
17315,1.0135416281255694
2905,1.0103742977743433
6163,1.013043236703128
9624,1.0094615699924694
19205,1.0099427833113552
12555,1.0128157185204936
4967,1.011927753640276
18463,1.0125101229163067
7709,1.0083376985520671
3148,1.0092232964418453
13621,1.012646420633643
5585,1.0098786500684651
17153,1.0094560711669207
1643,1.0094600761882355
504,1.011312968303987
45,1.0113311983561433
9615,1.0070709037233034
3297,1.0125801804981591
8758,1.0115261587312714
5497,1.012972606082835
17958,1.0101087616693236
5529,1.0129475295990045
15786,1.0110057064472884
135,1.0108394746508034
14655,1.010887529460005
2916,1.0091407747477652
5475,1.012569363907173
11609,1.0077969973656242
248,1.0114868961735441
16482,1.0105944093131964
5565,1.0109973923183735
11720,1.0103782120377618
2266,1.011721568539294
15816,1.0133937827951882
5935,1.0127572283864859
12632,1.012490643170915
19184,1.0106357305245253
12619,1.0106530915183536
4497,1.0123286349744123
8632,1.0097044022922852
10009,1.0109005665916242
15384,1.0158927110626756
12034,1.0139629134428265
4161,1.0132068755354635
7543,1.010828532016457
12866,1.0127781520671424
2645,1.008437248724376
8252,1.0099466175662781
7364,1.01157613131985
11189,1.0092997492936682
17508,1.0118046306797441
1892,1.0088951333026324
20138,1.009835666849996
19329,1.0127387294618413
7139,1.0115789806547424
6196,1.011927574031276
8629,1.010137349713188
13497,1.0140626640495207
13785,1.0158019059912742
19975,1.010742863658121
21436,1.013271614846782
21304,1.009359537450766
10561,1.0118825800122
11671,1.0093878301653678
13367,1.0144757945882412
12083,1.014201697360029
8196,1.0097657873217651
3311,1.0119172348381917
6650,1.0105656976520085
11209,1.0109265451610312
3821,1.0097453304039652
14360,1.014177784214897
21359,1.01268158019377
9791,1.012154502225745
6825,1.0135300808236731
2120,1.0111139844187964
14089,1.0166636538750757
17400,1.0133193743098274
17982,1.010086255237733
689,1.0084950916853355
20423,1.0102701639943832
8294,1.0087055907498297
21145,1.0119580775366284
16637,1.009341956003578
8351,1.0105697750535412
17205,1.0125553420590543
3487,1.0118100204374627
370,1.0107552254406926
12620,1.0116064126046884
8455,1.007676517828455
13767,1.0114822190900905
18563,1.0133452733991721
857,1.007297120715783
16154,1.0110293042990346
7098,1.0101600385634406
1573,1.0099525913853422
4546,1.0126554017375344
16226,1.0115931910376643
7959,1.0084031015372363
7736,1.009232704493704
20628,1.0108873622090024
492,1.0104260408882981
5709,1.0119498236748088
10857,1.0112266866257882
19306,1.0119862246367997
16263,1.0096500312356795
7031,1.013458589514616
21350,1.0094861209285615
13644,1.0134362917663735
21654,1.0117675509488888
18685,1.010233488260074
14867,1.0152406322308203
2413,1.009289940407966
1612,1.0085808518843615
19258,1.010546024906833
20820,1.0109736463182415
18683,1.0119683883685886
9839,1.010444618786343
1193,1.0089193521051985
15120,1.0147232436143607
21404,1.012318035898339
21646,1.0127867009106912
12079,1.0137794633931145
3726,1.0114823883406443
14430,1.0132428942286622
20426,1.0093308785911763
10766,1.0096537308258953
6329,1.0103226802556258
19016,1.011752042089775
15410,1.0132413335622983
17945,1.0079635791870813
12532,1.012358716703973
2639,1.0102140598088332
4743,1.0099476049564877
21184,1.0104141766123935
14426,1.013670424903535
3036,1.0090950417489468
2725,1.0080660819505485
13340,1.0118891592052848
3097,1.009753979550935
19355,1.0111733776237892
17180,1.0117301895718611
20942,1.0089989971468143
5217,1.0131605502163654
14854,1.01547213073034
16923,1.0107028342338071
11409,1.0116689031815569
14231,1.016222466289918
8166,1.008471368243088
4700,1.010004343613247
4421,1.0087545562872944
11214,1.009648328322341
12396,1.0114753765330924
12609,1.0130287314757958
2251,1.0115696559922411
3071,1.009925837164381
12028,1.0137892118939422
16306,1.0139393538928403
13756,1.0142944308977422
10599,1.0090821907884524
13776,1.0155525530796603
21033,1.0142248965265788
20251,1.0086013142541739
1244,1.009889310649152
13883,1.0147020642743783
21481,1.0120315515602212
18879,1.0098841529760314
19992,1.0114625288310928
21643,1.0095171644296312
21135,1.0094826560614651
6096,1.0121505872854144
13736,1.0140215917304145
13452,1.0130782905350624
17148,1.0108312128926942
6187,1.0121163645436755
8295,1.009054825131856
15052,1.013273969993007
15931,1.012927053150314
11104,1.010620227151325
2246,1.0102486594227749
13678,1.0135385073139427
6663,1.0095297918579393
8367,1.007642223602126
12315,1.012824521185004
15994,1.0131732954216626
21006,1.0110331273624356
12291,1.0114890333179536
14369,1.0099726036261583
6578,1.0100993369002853
1504,1.0084799231887076
4388,1.0089589691675545
17887,1.009543064182584
19928,1.0109265437269326
7173,1.0126014604068867
18112,1.01142024293757
17738,1.0095603211814335
8765,1.009260456684116
1064,1.009632927528316
5747,1.0118195462532618
15098,1.0131560298631703
2128,1.0078674811405568
20376,1.0120123790951994
6467,1.0116883802100554
20885,1.009151751755726
11451,1.0088295979988382
6310,1.0132075971926664
13249,1.0137110357744432
7822,1.0113178332236894
6037,1.0121483754875602
20852,1.010112913412931
1035,1.0062445121879897
11628,1.0084903244809331
13344,1.0130893500063851
9542,1.007671919316437
2535,1.0080272002544353
9225,1.0119424767307612
11681,1.0079587983244283
5152,1.008913456364609
18271,1.013185452228577
18354,1.0127827451409903
5504,1.0128275897486505
12382,1.0127089442606008
1088,1.0108653453729206
16565,1.009945607288181
15246,1.013642414058816
6099,1.011528951127731
20513,1.0083456099081156
8910,1.0100798676781928
15131,1.0141052643561506
4141,1.0098419903232254
641,1.008571979703982
16182,1.0122163399887707
14780,1.01352818228995
11735,1.0110682577997094
20169,1.0098245863633881
736,1.00850916675828
16273,1.012882757626275
17013,1.011284821150818
18822,1.0106216562130017
12296,1.0120499600882873
15659,1.0130183244486515
19723,1.010318456700813
17550,1.010390958257606
8716,1.0100108353854413
11145,1.012448070764785
2622,1.0089763052206535
1596,1.0095878347912264
9013,1.0114669491970405
7815,1.0080597220383867
15133,1.0111767715470348
1505,1.0079973538538232
2646,1.009765208846775
18834,1.0092565410580567
4578,1.009502554826779
16186,1.0135292964980143
13485,1.0132731116858071
1202,1.010835755855076
7446,1.0111962538168497
12360,1.0129643300448872
3533,1.0091789348605327
19235,1.0099161110071213
6881,1.008644788378512
8586,1.0079748658643541
5479,1.013114424117081
10634,1.0098885440392409
5215,1.0121249259537781
11287,1.0101002797508611
8779,1.0100411654836405
12585,1.01251805748747
4338,1.0088819466280141
8959,1.012221961004427
10839,1.0085561178987636
6957,1.0114537664008882
3530,1.0105609428157545
16023,1.008908683585098
15405,1.0143470183485104
19997,1.0097870345276823
3024,1.0101470232632779
15487,1.0145638616648516
17660,1.011341678618689
8194,1.0106608418166734
2116,1.009537225105939
12430,1.0130969169490902
10747,1.0095545891819757
222,1.0094216871627897
17780,1.0106866695991497
18095,1.0137097159637243
19590,1.0111192865586307
6780,1.0111974105381318
7287,1.0084347406870546
12420,1.011568148657152
11039,1.0120104469463387
10445,1.010939348464265
3827,1.0108460772566745
13149,1.0148326058039736
342,1.0098328411549582
5117,1.0104550613592485
7916,1.0110164418647063
14510,1.0099757983125552
5069,1.0104259997473415
2301,1.0120439330558968
1093,1.0106373107997946
4329,1.0108629505783946
4784,1.0117373637119844
13816,1.011707734094957
13596,1.0149071426598688
7626,1.0083086035982993
7947,1.009052553203281
2813,1.0077007689018227
8923,1.009426213919226
15228,1.0126421633604308
867,1.007816955288312
12750,1.012389185991679
9086,1.008671160326567
20283,1.008312331754646
21194,1.011341618686372
7882,1.0122092477766087
17984,1.0115230887716213
17548,1.0102910007799013
3211,1.0110818030769857
21211,1.0116324222818192
9617,1.0064383762629854
17932,1.008777862798277
15648,1.0134415551865843
6601,1.010782155384982
2528,1.0102797269942059
3503,1.011184847505108
1685,1.0060445927598738
6219,1.0115206823747476
6243,1.0122505852934365
813,1.010844431925372
1494,1.0099237484272094
5116,1.0104009235554017
8646,1.0120680578357903
18358,1.0150187049511272
8669,1.0106225827158872
13041,1.0152988699493493
13707,1.0138875056101073
3902,1.0093334613851648
18155,1.0138637362344995
20433,1.0100917113777463
8615,1.0114935186342737
21400,1.0098220951472223
20958,1.0099939220000873
9611,1.008947516968952
2715,1.0086442203108235
15253,1.0112550396125675
2169,1.0123747945875263
5536,1.0088897457193509
1816,1.0058061526802922
21432,1.0147886816351375
