measurement_id,hydrostatic_pressure
7102,1.0130722060932786
14935,1.014784829791145
16495,1.012975490389759
10942,1.0116184964694914
12600,1.0123302692067855
20665,1.0119121084387286
21048,1.0118767180906123
7271,1.0112610849066852
12672,1.0121813772775032
5334,1.0113571615514176
4035,1.0106056227824647
17322,1.0111699253161115
8543,1.0098191887043955
13355,1.0132228484259118
1806,1.0080230638465792
13036,1.0117511223520086
3201,1.0128286635461696
13936,1.0122842871976974
5417,1.0101206992545064
2153,1.0091569934889508
13928,1.018022105077663
13023,1.0110324773449266
16770,1.0097334136562193
7886,1.0103410560226784
4443,1.0091207794217338
15297,1.015312781445772
12263,1.0133946624218582
2768,1.0082848113752347
2326,1.0119905729615124
13213,1.0124335675269882
4345,1.0110453930665295
15979,1.011642765708467
6259,1.0114097555120183
8973,1.0133620601021438
15812,1.0133858016039876
18400,1.0120561854553838
17950,1.011088266128688
424,1.00771776867283
564,1.0084879933787823
7663,1.0088690741630784
13143,1.0120860583505618
20872,1.0059659897152573
7568,1.0107310390327013
7452,1.0117244733841677
18079,1.0120265458063675
16063,1.0126237302871242
16810,1.0122382279158437
4708,1.011046407815878
20410,1.0113457710645144
15121,1.0140448496507426
12190,1.013932389175059
15843,1.0133141206769312
475,1.0105369780682532
12826,1.0123246406288586
13428,1.0144194487971225
4526,1.0099337687911247
384,1.0105736483656118
16137,1.0122291280008868
21329,1.0104058239241558
18443,1.0125053442848246
17319,1.0093068663757385
13199,1.0131937499908505
4140,1.0108467829532295
2534,1.0079777356568402
3818,1.011262022406018
15054,1.0139731784951755
11567,1.010154000433148
13220,1.0119986108879633
3932,1.0114285468816198
3363,1.0107213051537993
7651,1.0084717652654631
20625,1.0128634036150548
16006,1.0131854942399756
17872,1.0077464633843272
3166,1.0109962224672693
12033,1.0155753351689456
6294,1.0121232290826214
13691,1.0141812595813653
6498,1.0099128359026353
3262,1.011980932107607
2879,1.010067790017055
19096,1.0075760700153775
3711,1.0095306058392932
13411,1.0118027939867151
19991,1.0114846320755553
11038,1.0121131004112398
17349,1.012303621060216
13094,1.0109868671333597
11793,1.010780436989899
12580,1.012043865144696
18609,1.0131294971957623
6249,1.014011521486204
11967,1.0114111649195139
18508,1.0128006041267483
1046,1.005363513257686
14930,1.01416486676549
4069,1.0099839073698833
8571,1.0090565136029284
16219,1.0110227731703345
11386,1.0092275963445005
9264,1.0101844152566233
4294,1.010843998845572
20253,1.0104013198291049
3848,1.010138351585685
2519,1.0109392956337289
6527,1.01146841877406
20204,1.010606495004673
4789,1.009658761604211
6845,1.01165192009987
18087,1.010178833676692
9179,1.0123638833891622
13267,1.0123014953258103
2677,1.008607455140955
14033,1.0114945391891381
4973,1.010343012507936
15022,1.0138871581289488
5801,1.0079061059852923
15509,1.0131577652972659
9932,1.0097791829823672
10176,1.013440234599614
13067,1.0143288387301934
7832,1.0114306188845161
719,1.010802976568077
2271,1.0102143273380182
11415,1.0067215858926348
12064,1.0110067666673248
15880,1.010616112989871
14688,1.013513964725776
15376,1.0124592011014597
5622,1.0119706124678434
8214,1.0088552149827206
6499,1.0080413928771574
19877,1.008664230120704
2291,1.0130431241647495
21687,1.0101317710049484
2517,1.0102270822191632
10332,1.0110247213552135
13031,1.0150210757694678
16858,1.0121738061716623
11290,1.01092173972694
16598,1.0082706387133167
3001,1.0099229865428205
15819,1.0134863173219018
5844,1.0107852294982262
17324,1.0126614246727361
4519,1.012183381242828
4346,1.0103984792670702
14817,1.0158528774899926
7576,1.0075972196090222
14661,1.0132674919224156
12224,1.0149654948573898
11513,1.007555231480352
20404,1.0094004382749302
14049,1.0162030579855525
12823,1.011044614352766
8603,1.0105998975425787
5383,1.0124940862442156
16952,1.0123847711871128
8148,1.0084497984618568
21428,1.0135979513303042
6770,1.0124972648422481
4549,1.010526003718525
11150,1.009311878898701
15592,1.010759237871083
3573,1.010197874477632
9357,1.0093351024145771
3389,1.0099133105817548
19654,1.0123082685402243
21375,1.0111315772378924
1053,1.0090521301208653
8281,1.0111230484428966
16468,1.0123536752606577
2877,1.00981973315353
14355,1.0128967654990437
6152,1.0150741498844957
1413,1.0089316151905685
14279,1.014989355906221
2200,1.008951152463895
13269,1.0148716183746276
19666,1.012731335977104
3504,1.0115206838519821
4982,1.00898170459135
2648,1.0102012502924516
5216,1.012792427086989
14966,1.0107980038489404
14480,1.0147633239338334
2426,1.0100799347595657
21482,1.011885561574543
8542,1.0087877192354375
1458,1.008266760679628
14060,1.0140280430108346
16424,1.0140228399972924
200,1.0124508392183098
17315,1.013618693199805
2905,1.0104226076056269
